Description,Scenario,AgentType,Difficulty,TimeToComplete,Strategy,Challenging?,General Comments,Age,Gender,Occupation,ComputerUsage,DominantHand,EnglishAsFirst,ExpWithRobots,ExpWithRCCars,ExpWithFPS,ExpWithRTS,ExpWithRobotComments,InternalUserID
the second blue block from my left,Configuration_14_v2.png,human,3,0:00:14.132534,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
the third blue block from my left,Configuration_12_v1.png,human,4,0:00:12.429065,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
the green block on my right,Configuration_3_v2.png,human,5,0:00:09.779140,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
the yellow block second closest to me touching the blue block furthest ot he tright,Configuration_4_v1.png,human,1,0:00:31.534344,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
the green block closest to you,Configuration_1_v2.png,human,5,0:00:09.157835,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
the 2nd yellow block from my right,Configuration_11_v1.png,human,5,0:00:14.149318,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
the 2nd green block from my left,Configuration_6_v2.png,human,5,0:00:11.038097,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
the block block on my right,Configuration_7_v1.png,human,5,0:00:08.861054,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
the green block closest to you,Configuration_9_v2.png,human,5,0:00:08.501624,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
the orange block on my right,Configuration_10_v1.png,human,5,0:00:07.142957,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
the yellow block that is flush with a green block,Configuration_13_v2.png,human,2,0:00:16.423497,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
the green block on my right that is pushed right up against another green block,Configuration_8_v1.png,human,1,0:00:19.350143,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
the closest yellow block to me,Configuration_5_v2.png,human,1,0:00:10.418875,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
the second blue block from my right,Configuration_2_v1.png,human,5,0:00:16.584165,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
"There is a group of 2 blue blocks in the middle, pick up the one that is closest to you.",Configuration_14_v2.png,robot,5,0:00:37.665022,Color was the most important factor followed by weather it was the far away/close or to the right/left.,Most challenging aspect was when the blocks were in the middle of the table.,"Survey was fun, no issues.",31,male,dairy manager,>20,Right,1,1,2,7,6,I've seen a Roomba but that's about  it.,204
Pick up orange block that is the most near you.,Configuration_13_v1.png,robot,5,0:00:23.522430,Color was the most important factor followed by weather it was the far away/close or to the right/left.,Most challenging aspect was when the blocks were in the middle of the table.,"Survey was fun, no issues.",31,male,dairy manager,>20,Right,1,1,2,7,6,I've seen a Roomba but that's about  it.,204
pick up the yellow block that is the farthest away from you.,Configuration_5_v2.png,robot,5,0:00:16.385233,Color was the most important factor followed by weather it was the far away/close or to the right/left.,Most challenging aspect was when the blocks were in the middle of the table.,"Survey was fun, no issues.",31,male,dairy manager,>20,Right,1,1,2,7,6,I've seen a Roomba but that's about  it.,204
"there are three green blocks in the middle of the table, grab the one in the middle.",Configuration_8_v1.png,robot,4,0:01:47.337248,Color was the most important factor followed by weather it was the far away/close or to the right/left.,Most challenging aspect was when the blocks were in the middle of the table.,"Survey was fun, no issues.",31,male,dairy manager,>20,Right,1,1,2,7,6,I've seen a Roomba but that's about  it.,204
from your point of view grab the third blue block from the left side of the table,Configuration_2_v2.png,robot,3,0:01:30.507812,Color was the most important factor followed by weather it was the far away/close or to the right/left.,Most challenging aspect was when the blocks were in the middle of the table.,"Survey was fun, no issues.",31,male,dairy manager,>20,Right,1,1,2,7,6,I've seen a Roomba but that's about  it.,204
Pick up the green block that is farthest away from you,Configuration_9_v1.png,robot,5,0:00:14.740816,Color was the most important factor followed by weather it was the far away/close or to the right/left.,Most challenging aspect was when the blocks were in the middle of the table.,"Survey was fun, no issues.",31,male,dairy manager,>20,Right,1,1,2,7,6,I've seen a Roomba but that's about  it.,204
